empresa;documento;número de ordens
TB-CAIEIRAS;51427102023927;0
TB-CABEDELO;;0
TB-BASE OPERACIONAL JPA;51427102002849;0
TB-ARACOIABA DA SERRA;51427102054300;0
TB-ARAUCARIA;51427102048407;0
TB-BAYEUX;51427102027833;0
TB-ALEXANIA;51427102056779;0
TB-ARARUAMA;51427102017790;0
TB-ARAGUARI;51427102034104;0
SPERANZINI SERVIÇOS E COMERCIO ;12593881000180;0
TB-BETIM;51427102012569;0
POSITIVE BRANDS INDUSTRIA E COMERCIO DE ALIMENTOS SAUDAVEIS S.A.;33795393000207;0
TB-BARUERI;51427102021800;0
TB-ALMIRANTE TAMANDARE;;0
TB-CAMPO BOM;51427102044177;0
TB-BARAO DE COCAIS;51427102046706;0
Soudi Pagamentos Ltda.;34639888000129;0
TB-CANDEIAS;51427102019814;0
TB-BASE OPERACIONAL FLN;51427102002172;0
TB-AMONTADA;51427102074327;0
Secob Serviços e Comércio de Bombas LTDA;10726999000104;0
PEDRA AGROINDUSTRIAL S/A;71304687002817;0
TB-ADAMANTINA;51427102065840;0
TB-ARACATUBA;51427102006321;0
TB-BALNEARIO CAMBORIU;51427102007808;0
Saquarema - Matriz;20247322022973;0
TB-BARREIRAS;51427102031784;0
TB-BARBALHA;51427102054210;0
TB-ANGRA DOS REIS;51427102009428;0
São Paulo;9344031000720;0
TB-ARMACAO DOS BUZIOS;51427102017609;0
TB-ARTUR NOGUEIRA;51427102049721;0
TB-AGUAS DE SÃO PEDRO;51427102058631;0
TB-BATURITE;51427102074750;0
TB-BARRA BONITA;;0
TB-CANAA DOS CARAJAS ;51427102062825;0
TB-AGUAS DE LINDOIA;;0
TB-BARUERI;51427102004035;0
TB-BASE OPERACIONAL VDR;51427102006674;0
TB-ANDRADINA;51427102056345;0
TB-BASE OPERACIONAL UDI;51427102002920;0
TB-ALMIRANTE TAMANDARE;51427102071573;0
TB-CASIMIRO DE ABREU;51427102029291;0
TB-CACHOEIRA DO SUL;51427102033485;0
TB-BASE OPERACIONAL CGB;51427102004205;0
TB-ARUJA;51427102028058;0
TB-ARACRUZ;51427102029020;0
TB-BALNEARIO PINHAL;51427102041585;0
TB-BRAGANCA PAULISTA;51427102013883;0
TB-ARARAQUARA;51427102005511;0
TB-BENTO GONÇALVES;51427102061853;0
TB-BEBEDOURO;51427102025032;0
TB-BASE OPERACIONAL DOU;51427102037472;0
TB-BIRITIBA-MIRIM;51427102039092;0
TB-CONCHAL;51427102067460;0
TB-CAPAO DA CANOA;51427102037200;0
TB-ARACAJU;51427102003730;0
TB-BARREIRA;51427102077342;0
TB-CANOINHAS;51427102076290;0
TB-BASE OPERACIONAL ROI;51427102027400;0
TB-BASE OPERACIONAL CPS;51427102008537;0
TB-CARAGUATATUBA;51427102014006;0
TB-BASE OPERACIONAL LDB;51427102002334;0
TB-ANANINDEUA;51427102043529;0
TB-BATATAIS;51427102057236;0
TB-CORUMBA;51427102047192;0
TB-BASE OPERACIONAL AJU;51427102003730;0
TB-BAURU;51427102047516;0
TB-ARRAIAL DO CABO;51427102020901;0
TB-CAMPO LIMPO PAULISTA;51427102020405;0
TB-BROTAS;51427102047435;0
TB-BOM JESUS DOS PERDOES;;0
TB-CASTRO;51427102062663;0
TB-CAETE;51427102044096;0
TB-BARRA DOS COQUEIROS;51427102070178;0
TB-BOA VISTA;51427102037553;0
TB-AQUIRAZ;51427102050304;0
TB-ASSIS;51427102026780;0
TB-BIRIGUI;51427102057406;0
TB-FAZENDA RIO GRANDE;51427102027329;0
TB-CAMPINA GRANDE DO SUL;51427102048830;0
TB-CATU;51427102052609;0
TB-COLATINA;51427102021207;0
TB-BAGE;51427102073940;0
TB-BOTUCATU;51427102011082;0
TB-BOM JARDIM;51427102060024;0
TB-CAJAMAR;51427102025202;0
TB-CARAPICUIBA;51427102015665;0
TB-DIVINOPOLIS;51427102035933;0
TB-CARUARU;51427102019229;0
TB-CAMACARI;51427102013530;0
TB-CANINDE;51427102074246;0
TB-CAMARAGIBE;51427102019067;0
TB-CATAGUASES;51427102060881;0
TB-CACONDE;51427102048083;0
TB-CONCEICAO DE MACABU;51427102040694;0
TB-CANOAS;51427102007301;0
TB-CAMBE;51427102060377;0
TB-BASE OPERACIONAL JDF;51427102005007;0
TB-CAMPOS DO JORDAO;51427102026942;0
TB-CACHOEIRO DE ITAPEMIRIM;51427102014421;0
TB-BREJO SANTO;51427102072111;0
TB-CANELA;51427102062078;0
TB-CACAPAVA;51427102013298;0
TB-CABO DE SANTO AGOSTINHO;51427102025113;0
TB-BRUMADINHO;51427102077776;0
TB-BLUMENAU;51427102002253;0
TB-CARIACICA;51427102011759;0
TB-COLINA;;0
TB-DIAS D AVILA;51427102023170;0
TB-CAMPO LARGO;51427102055454;0
TB-CASCAVEL;51427102059956;0
TB-CAXIAS DO SUL;51427102004540;0
TB-CACHOEIRA;51427102059875;0
TB-CAPIVARI;51427102065336;0
TB-EUSEBIO;51427102036743;0
TB-ESTEIO;51427102025466;0
TB-CONCHAS;51427102065093;0
TB-BALNEÁRIO RINCÃO;51427102072707;0
TB-BRUMADINHO;51427102044681;0
TB-COLOMBO;51427102027248;0
TB-CORDEIROPOLIS;51427102057074;0
TB-COSMOPOLIS;51427102038282;0
TB-EMBU;51427102024303;0
TB-CORONEL FABRICIANO;51427102035429;0
TB-CAMACARI;;0
TB-CASCAVEL;51427102050142;0
TB-CRICIUMA;51427102036905;0
TB-CONCORDIA;51427102071069;0
TB-CHARQUEADAS;51427102065689;0
TB-DOURADOS;51427102037472;0
TB-DIADEMA;51427102004469;0
TB-CHAPECO;51427102036824;0
TB-GASPAR;51427102075218;0
TB-GOVERNADOR VALADARES;51427102010000;0
TB-FEIRA DE SANTANA;51427102006160;0
TB-CAARAPO;51427102061349;0
TB-GARIBALDI;51427102072545;0
TB-ELDORADO DO SUL;51427102041666;0
TB-FORQUILHA;51427102074408;0
TB-EMBU-GUACU;51427102024494;0
TB-CONSELHEIRO LAFAIETE;51427102035852;0
TB-GARUVA;51427102076109;0
TB-CALDAS NOVAS;51427102033051;0
TB-CESARIO LANGE;51427102071140;0
TB-CIDREIRA;51427102037120;0
TB-CURVELO;51427102074912;0
TB-GRAVATA;;0
TB-CRAVINHOS;51427102047354;0
TB-GOIANAPOLIS;51427102050223;0
TB-CAXIAS;51427102070925;0
TB-EUNAPOLIS;51427102022440;0
TB-GOIANIRA;51427102052781;0
TB-CAMPO MOURAO;51427102046544;0
TB-ESTANCIA VELHA;51427102044258;0
TB-ESTANCIA;51427102074831;0
TB-ENTRE RIOS ;51427102063392;0
TB-ITABUNA;51427102022360;0
TB-CATANDUVA;51427102030036;0
TB-CONTAGEM;51427102006402;0
TB-CAMPOS DOS GOYTACAZES;51427102008537;0
TB-CAMPINA GRANDE;51427102008880;0
TB-CRUZ ALTA;51427102075307;0
TB-CD REG VITÓRIA;51427102016041;0
TB-FRANCA;51427102011910;0
TB-FERNANDOPOLIS;51427102052862;0
TB-ICONHA;;0
TB-ITAPARICA;51427102019903;0
TB-CUIABA;51427102004205;0
TB-DOMINGO MARTINS;51427102078071;0
TB-FARROUPILHA;51427102072464;0
TB-HORTOLANDIA;51427102028139;0
TB-CAUCAIA;51427102024222;0
TB-IGARACU DO TIETE;51427102054059;0
TB-FRANCISCO MORATO;51427102024575;0
TB-CIDADE OCIDENTAL;51427102044843;0
TB-CUBATAO;51427102011678;0
IBIS LIBRIS;09238097000140;1
TB-CRUZEIRO;51427102029704;0
TB-IRACEMAPOLIS;51427102067380;0
TB-GUAIRA;51427102049306;0
TB-IMBE;51427102037391;0
TB-JARAGUA DO SUL;51427102026519;0
TB-ESCADA;51427102070330;0
TB-FOZ DO IGUACU;51427102003497;0
TB-INDAIATUBA;51427102014502;0
TB-DUQUE DE CAXIAS;51427102007727;0
TB-FUNDAO;;0
TB-GUARATINGUETA;51427102015312;0
TB-IRANDUBA;51427102055969;0
TB-GARANHUNS;51427102053400;0
TB-ITABIRITO;51427102047869;0
TB-FERNANDO DE NORONHA;51427102025385;0
TB-ITATIBA;51427102015746;0
TB-GUAPIMIRIM;51427102024818;0
TB-FORMIGA;51427102056264;0
TB-FORMOSA;51427102033213;0
TB-FRANCO DA ROCHA;51427102024141;0
TB-ITAITINGA;51427102047940;0
TB-GRAMADO;51427102061934;0
TB-JABOATAO DOS GUARARAPES;51427102072979;0
TB-FUNDAO;51427102030117;0
TB-GRAVATA;51427102053168;0
TB-JARU;51427102067207;0
TB-GUARAPUAVA;51427102061420;0
TB-HOLAMBRA;51427102049993;0
TB-ITAPERUNA;51427102031008;0
TB-FERRAZ DE VASCONCELOS;51427102023501;0
TB-CONFINS;51427102035771;0
TB-IMBITUBA;51427102056507;0
TB-IJUI;51427102077008;0
TB-EXTREMOZ;51427102057821;0
TB-IMPERATRIZ;51427102040260;0
TB-LINDOIA;51427102071816;0
TB-CRATO;51427102051203;0
TB-JOINVILLE;51427102004116;0
TB-IGUABA GRANDE;51427102035690;0
TB-HORIZONTE;51427102053834;0
TB-IBIRACU;51427102048326;0
TB-GUAIBA;51427102026861;0
TB-LEOPOLDINA;51427102062400;0
TB-JOAO MONLEVADE;51427102041909;0
TB-GRAVATAI;51427102027167;0
TB-JATAI;51427102061004;0
TB-JEQUIE;51427102039840;0
TB-JUQUITIBA;51427102041232;0
TB-JABOATAO DOS GUARARAPES;51427102011163;0
TB-JI-PARANÁ;51427102066308;0
TB-IBITINGA;51427102054563;0
TB-ITUPEVA;51427102011597;0
TB-IGREJINHA;51427102061772;0
TB-ITAGUAI;51427102015231;0
TB-ITAPISSUMA;51427102039416;0
TB-IBIUNA;51427102047273;0
TB-GUARUJA;51427102004892;0
TB-JARINU;51427102047605;0
TB-GUARAPARI;51427102007999;0
TB-INGA;51427102061500;0
TB-ILHEUS;51427102010515;0
TB-ITAITINGA;51427102064607;0
TB-MACAPA;51427102029615;0
TB-ITAJUBA;51427102034023;0
TB-IGUATU;51427102073274;0
TB-ITABORAI;51427102015584;0
TB-ITAPOLIS;;0
TB-IPOJUCA;51427102019652;0
TB-ITACOATIARA;51427102071654;0
TB-LARANJAL PAULISTA;51427102066650;0
TB-ITANHAEM;51427102014855;0
TB-JUNDIAI;51427102003578;0
TB-ITIRAPINA;51427102071905;0
TB-LUIS EDUARDO MAGALHAES;51427102059522;0
TB-LAGOA DA PRATA;;0
TB-MARANGUAPE;;0
TB-IBIPORA;51427102058208;0
TB-ITUVERAVA;51427102045653;0
TB-ITAPECERICA DA SERRA;51427102020316;0
TB-JAGUARIUNA;51427102042557;0
TB-ITABIRA;51427102035003;0
TB-JACAREI;51427102009185;0
TB-JAPERI;51427102023331;0
TB-JACOBINA;51427102032160;0
TB-JOANOPOLIS;51427102071735;0
TB-GUARAREMA;51427102040422;0
TB-ITAPIRA;51427102037987;0
TB-ITAUNA;;0
TB-JABOTICATUBAS;51427102064011;0
TB-ITACARE;51427102053320;0
TB-LUZIANIA;51427102032756;0
TB-IGARASSU;51427102021126;0
TB-JUAZEIRO;51427102032241;0
TB-ITAPIPOCA;51427102065921;0
TB-LAURO DE FREITAS;51427102012801;0
TB-MIGUEL PEREIRA;51427102051629;0
TB-IGARAPE;51427102046897;0
TB-IBIRITE;51427102035348;0
TB-IGARATA;51427102040503;0
TB-MONTE MOR;51427102042476;0
TB-MORRO AGUDO;51427102063716;0
Fogás - MATRIZ;04563672000166;1
TB-LINS;51427102023765;0
TB-ILHA DE ITAMARACA;;0
TB-IPATINGA;51427102018923;0
TB-ITAPEMA;51427102060296;0
TB-JUAZEIRO DO NORTE;51427102010604;0
TB-IBATE;51427102055292;0
TB-MARABA;51427102051700;0
TB-GOIANA;51427102064100;0
TB-MATA DE SAO JOAO;51427102032080;0
TB-MARIO CAMPOS;51427102056698;0
TB-ITU;51427102010434;0
TB-JANDIRA;51427102026004;0
TB-JOAO NEIVA;51427102053753;0
TB-ITUIUTABA;51427102063988;0
TB-ITAPEVI;51427102028562;0
TB-ITATIAIA;51427102017528;0
TB-ITAJAI;51427102012488;0
TB-JAU;51427102026195;0
TB-NITEROI;51427102006089;0
TB-NILOPOLIS;51427102009509;0
TB-ILHA SOLTEIRA;51427102045734;0
TB-NOVA FRIBURGO;51427102005783;0
TB-MIRASSOL;51427102045491;0
TB-MACAE;51427102012216;0
TB-IÇARA;51427102056426;0
TB-MADRE DE DEUS;51427102053087;0
TB-MONGAGUA;51427102019571;0
TB-MARANGUAPE;;0
TB-PACAJUS;;0
TB-MATOZINHOS;51427102059107;0
TB-PACO DO LUMAR;;0
TB-ITAPEMIRIM;51427102037715;0
TB-JARDIM;51427102077423;0
TB-PARAOPEBA;;0
TB-MONTE ALEGRE DE MINAS;51427102075803;0
TB-JABOTICABAL;51427102050061;0
TB-MONTES CLAROS;51427102009770;0
TB-MARATAIZES;51427102028996;0
TV SBT;45039237000114;1
TB-ITAPETININGA;51427102023684;0
TB-MANHUACU;51427102062582;0
TB-LAGUNA;51427102062744;0
TB-MAIRIPORA;51427102022106;0
TB-NOVA IGUACU;51427102007565;0
TB-NOVO HAMBURGO;51427102005430;0
TB-JOAO PESSOA;51427102002849;0
TB-MOGI MIRIM;51427102042980;0
TB-MOGI DAS CRUZES;51427102009347;0
TB-PARANAVAI;51427102058470;0
TB-MARANGUAPE;51427102061691;0
TB-LOUVEIRA;51427102041402;0
TB-OLIMPIA;51427102045220;0
TB-MANGARATIBA;51427102023412;0
TB-NOVA PETROPOLIS;51427102064364;0
TB-OLINDA;51427102006593;0
TB-ITAQUAQUECETUBA;51427102013700;0
TB-MARITUBA;51427102058127;0
TB-MAIRINQUE;;0
TB-LONDRINA;51427102002334;0
TB-ORLANDIA;51427102038525;0
TB-JALES;;0
TB-PAULISTA;51427102013379;0
TB-PARAUAPEBAS;51427102049055;0
TB-PATOS DE MINAS;51427102034708;0
TB-LAGES;51427102045904;0
TB-JUIZ DE FORA;51427102005007;0
TB-LIMEIRA;51427102011830;0
TB-PACATUBA;51427102048911;0
TB-MANAUS;51427102073355;0
TB-NOVO GAMA;51427102033302;0
TB-LORENA;51427102043014;0
TB-MARACANAU;51427102021398;0
TB-LIMOEIRO DO NORTE ;51427102063040;0
TB-MESQUITA;51427102018419;0
TB-NAVIRAI;51427102067894;0
TB-PAROBE;51427102044339;0
TB-PASSO FUNDO;51427102017870;0
TB-PARNAMIRIM;51427102022955;0
TB-PALMAS;51427102026276;0
TB-PARIQUERA-AÇU;51427102065255;0
TB-PARAGUACU PAULISTA;51427102046463;0
TB-MORENO;51427102075722;0
TB-PASSOS;51427102043286;0
TB-PORTO FERREIRA;51427102038878;0
TB-MAGE;51427102018176;0
TB-MONTENEGRO;51427102046200;0
TB-PIEDADE;51427102062310;0
TB-LEME;51427102039173;0
TB-OSASCO;51427102003659;0
TB-OURO PRETO;51427102063473;0
TB-MARILIA;51427102012305;0
TB-MOGI-GUACU;51427102029968;0
TB-PARACAMBI;51427102021045;0
TB-MARINGA;51427102002415;0
TB-MARECHAL DEODORO;51427102029887;0
TB-PIRAQUARA;51427102060709;0
TB-PEDRO LEOPOLDO;51427102035500;0
TB-PLANALTINA;51427102032918;0
TB-PENAPOLIS ;51427102063201;0
TB-MAUA;51427102007484;0
TB-PELOTAS;51427102005864;0
TB-PIRACICABA;51427102004388;0
TB-MACEIO;;0
TB-PINDORETAMA;;0
TB-PINHEIRAL;51427102041828;0
TB-NOVA ODESSA;;0
TB-PATY DO ALFERES;51427102051548;0
TB-PEREIRAS;51427102066570;0
TB-LINHARES;51427102029100;0
TB-PARANAGUA;51427102048598;0
TB-RESPLENDOR;51427102070410;0
TB-MARICA;51427102017447;0
TB-MACAIBA;;0
TB-PINHAIS;51427102010787;0
TB-LAGOA SANTA;51427102036239;0
TB-LENÇOIS PAULISTA;51427102056930;0
TB-POUSO ALEGRE;51427102035267;0
TB-MATÃO;51427102055373;0
TB-PADRE BERNARDO;51427102050738;0
TB-PIRAPORA DO BOM JESUS;51427102065417;0
TB-RIO DE JANEIRO;51427102073002;0
TB-NOVA VENECIA;51427102059018;0
TB-PALMARES DO SUL;51427102046110;0
TB-POSTO LOG AVANÇADA CWB;51427102000200;0
TB-NOVA ODESSA;51427102058984;0
TB-PACO DO LUMIAR;51427102040180;0
TB-PORTAO;51427102045149;0
TB-NEROPOLIS;51427102049217;0
TB-QUATIS;51427102056000;0
TB-SANTA MARIA;51427102008456;0
TB-PRESIDENTE PRUDENTE;51427102005198;0
TB-RIO VERDE;51427102047788;0
TB-SANTA CRUZ DO SUL;51427102037634;0
TB-QUIXADÁ;51427102074599;0
TB-PALHOÇA;51427102077504;0
TB-QUEIMADOS;51427102017285;0
TB-ORLANDIA;;0
TB-RIO CLARO;51427102013107;0
TB-RIO BONITO;51427102018095;0
TB-PINDORETAMA;;0
TB-RIO NEGRO;;0
TB-PINDAMONHANGABA;51427102028309;0
TB-QUISSAMA;51427102067975;0
TB-SANTANA DE PARNAIBA;51427102062230;0
TB-MISSAO VELHA;51427102075641;0
TB-SANTA RITA;51427102052358;0
TB-MURIAE;51427102060539;0
TB-SANTA RITA DO SAPUCAI;51427102066065;0
TB-PINHALZINHO;51427102065174;0
TB-NOVA SERRANA;51427102042123;0
TB-PARA DE MINAS;51427102071220;0
TB-RIO DAS PEDRAS;51427102058712;0
TB-PIRASSUNUNGA;51427102038797;0
TB-PATOS;51427102061187;0
TB-NAZARÉ PAULISTA;51427102073193;0
TB-PARATI;51427102019490;0
TB-POJUCA;51427102050495;0
TB-PAULINIA;51427102025709;0
TB-NOSSA SENHORA DO SOCORRO;51427102020073;0
TB-QUATRO BARRAS;51427102061268;0
TB-PIRAI;51427102016556;0
TB-SAO JOAQUIM DA BARRA;;0
TB-SALTINHO;51427102076702;0
TB-S SEBASTIAO DA BELA VISTA;51427102059603;0
TB-PIUMA;51427102030460;0
TB-MARIANA;51427102034619;0
TB-PARA DE MINAS;;0
TB-POA;51427102018338;0
TB-NOVA LIMA;51427102024907;0
TB-OURINHOS;51427102022874;0
TB-PRAIA GRANDE;51427102008022;0
TB-SANTA BARBARA D'OESTE;51427102015827;0
TB-SAQUAREMA;51427102024737;0
TB-PENHA;51427102064526;0
TB-SAO LEOPOLDO;51427102012992;0
TB-MOSSORO;51427102021479;0
TB-SAO SEBASTIAO;51427102000714;0
TB-RIO GRANDE;51427102016475;0
TB-PORTO FELIZ;51427102049802;0
TB-PORTO VELHO;51427102038100;0
TB-PATROCINIO;51427102048245;0
TB-SAPUCAIA DO SUL;51427102031512;0
TB-SAO JOSE;51427102011244;0
TB-SANTO ANTONIO DE POSSE;51427102048164;0
TB-SOMBRIO;51427102072626;0
TB-PERUIBE;51427102014774;0
TB-SANTO ANDRE;51427102028724;0
TB-SAO FIDELIS;51427102051467;0
TB-ROSEIRA;51427102025628;0
TB-SAO CAETANO DO SUL;51427102028643;0
TB-PETROPOLIS;51427102001281;0
TB-RIBEIRAO PIRES;51427102014189;0
TB-PETROLINA;51427102019148;0
TB-PONTA GROSSA;51427102012640;0
TB-RIO CLARO;51427102058399;0
TB-SANTA CRUZ CABRALIA;51427102052943;0
TB-RIO DAS OSTRAS;51427102026357;0
TB-RESENDE;51427102010353;0
TB-REDENCAO;;0
TB-SAO JOAO DE MERITI;51427102011325;0
TB-SANTANA DO LIVRAMENTO;51427102074165;0
TB-POSTO LOG AVANÇADA CBF;51427102005350;0
TB-PORTO SEGURO;51427102018680;0
TB-PACAJUS;51427102053915;0
TB-PARNAIBA;51427102043871;0
TB-SAO JOSE DOS PINHAIS;51427102003810;0
TB-SARZEDO;51427102054482;0
TB-RIBEIRAO DAS NEVES;51427102047001;0
TB-SAO VICENTE;51427102025970;0
TB-SOCORRO;51427102064798;0
TB-RECIFE;51427102043103;0
TB-POCOS DE CALDAS;51427102009690;0
TB-SAO JOAO DA BOA VISTA;51427102049136;0
TB-PONTAL DO PARANA;51427102046382;0
TB-SAO JOAO DA BARRA;51427102072898;0
TB-TERESOPOLIS;51427102008103;0
TB-SAO GONCALO DO AMARANTE;51427102055616;0
TB-PORTO REAL;51427102064283;0
TB-QUELUZ;;0
CONDOMINIO JATOBA;08919536000117;1
TB-SALGUEIRO;51427102059280;0
TB-POSTO LOG AVANÇADA CPQ;51427102001362;0
TB-SAO JOSE DO RIBAMAR;51427102040341;0
TB-SANTO ANTONIO DO PINHAL;51427102054997;0
TB-PARACURU;51427102067703;0
TB-SAO JOSE DO RIO PARDO;51427102051890;0
TB-SANTANA DE PARNAIBA;51427102013026;0
TB-SALTO;51427102032594;0
TB-PONTA PORA;51427102041313;0
TB-RONDONOPOLIS;51427102027400;0
TB-RIO BRANCO;51427102038010;0
TB-STO ANTONIO DO DESCOBERTO;51427102044924;0
TB-TRES COROAS;51427102076613;0
TB-SOORETAMA;51427102063805;0
TB-RIO LARGO;51427102042638;0
0296 - EDIF. RESID. PRAXX ITATIBA;-;1
TB-SANTA ISABEL;51427102024656;0
TB-SERRA NEGRA;51427102054806;0
TB-SANTA ISABEL DO PARA;51427102057902;0
TB-SAO GONCALO DO AMARANTE;51427102041070;0
TB-RIO GRANDE DA SERRA;51427102043367;0
TB-SANTO ANTONIO DE JESUS;51427102026438;0
TB-SÃO GONÇALO DOS CAMPOS;51427102062159;0
TB-SANTA CRUZ DO CAPIBARIBE;51427102051114;0
TB-SANTA BARBARA DO PARA;51427102059441;0
TB-TAQUARITINGA;51427102046625;0
TB-SOBRAL;51427102017013;0
TB-TRES CACHOEIRAS;51427102076451;0
TB-SAO JOSE DO RIO PRETO;51427102001877;0
967 - CONDOMÍNIO BKO WAVE SÁUDE;31815397000101;1
TB-UBA;51427102050908;0
TB-SAO LOURENCO DA SERRA;51427102038606;0
TB-SILVA JARDIM;51427102060105;0
TB-SÃO GONÇALO DO RIO ABAIXO;51427102072200;0
TB-PANAMBI;51427102076966;0
TB-REGISTRO;51427102027086;0
TB-TABOAO DA SERRA;51427102008294;0
TB-TEUTONIA;51427102075480;0
TB-SANTO AMARO;51427102031946;0
TB-PONTE NOVA;51427102066146;0
TB-VAZANTE;51427102075056;0
TB-SANTA BARBARA;51427102060458;0
TB-PINDORETAMA ;51427102062906;0
TB-TATUI;51427102031350;0
TB-SÃO PEDRO;51427102064950;0
TB-SANTO ANGELO;51427102066499;0
TB-SÃO MIGUEL DOS CAMPOS;;0
TB-SANTO ANTONIO DA PATRULHA;51427102073517;0
TB-TEIXEIRA DE FREITAS;51427102039920;0
TB-TRAMANDAI;;0
TB-TRÊS CORAÇÕES;51427102066812;0
TB-SANTANA DO ACARAU;;0
TB-VARGEM GRANDE PAULISTA;;0
TB-SENADOR CANEDO;51427102044762;0
TB-SETE LAGOAS;51427102035186;0
TB-SAO JOAO DEL REI;51427102071301;0
TB-TAUBATE;51427102009266;0
TB-SAO BERNARDO DO CAMPO;51427102014936;0
TB-SANTA LUZIA;51427102027671;0
TB-VARZEA GRANDE;51427102027590;0
TB-SANTAREM;51427102051386;0
TB-SÃO FRANCISCO DE ITABAPOANA;51427102070682;0
TB-SANTO ANTONIO DE PADUA;51427102077695;0
ALLIED TECNOLOGIA S.A;20247322011858;1
TB-SAO GONCALO;51427102007646;0
TB-SAO ROQUE;51427102052277;0
TB-VALPARAISO DE GOIAS;51427102021711;0
TB-SAO LUIS;51427102003306;0
TB-TOLEDO;51427102057740;0
TB-SÃO PAULO;51427102029453;0
TB-SUZANO;51427102015150;0
TB-SAO CRISTOVAO;51427102025890;0
TB-VALENCA;51427102016637;0
TB-SÃO PAULO - TB VALORES;51427102037804;0
TB-SAO CARLOS;51427102012054;0
TB-SEROPEDICA;51427102029372;0
TB-SAO PEDRO DA ALDEIA;51427102018257;0
TB-SANTA CRUZ DO RIO PARDO;51427102058550;0
TB-URUGUAIANA;51427102073860;0
TB-VIAMAO;51427102023250;0
TB-VINHEDO;51427102019300;0
TB-SAPIRANGA;51427102046030;0
TB-SERRA;51427102016041;0
TB-VILA VELHA;51427102006836;0
TB-SIMOES FILHO;51427102019733;0
TB-VESPASIANO;51427102033809;0
TB-SUMARE;51427102017951;0
TB-TEOFILO OTONI;51427102060610;0
TB-SINOP;51427102041151;0
TB-SAO MATEUS;51427102023099;0
TB-TBFORTE RIO;51427102032403;0
TB-TIETE;51427102056850;0
TB-TRINDADE;51427102032837;0
TB-SABARA;51427102034961;0
TB-TUBARAO;51427102037049;0
TB-SÃO PAULO - LOGISTICA;51427102063635;0
TB-UNIDADE OPERACIONAL MAO;51427102003225;0
TB-VALENCA;;0
TB-SÃO FRANCISCO DE PAULA;51427102076532;0
TB-TRES RIOS;51427102030974;0
TB-UBERABA;51427102008707;0
TB-UNIDADE OPERACIONAL GYN;51427102001524;0
TB-TIMON;51427102043600;0
TB-TORRES;51427102064445;0
TBN-CAMPINAS;02954620001248;0
TB-UBATUBA;51427102014260;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411003208;0
TB-TRES LAGOAS;51427102059280;0
TB-XANGRI-LA;51427102065760;0
TB-VIANA;51427102040775;0
TB-TIBAU DO SUL;51427102040856;0
TB-SÃO PAULO - TB VALORES;51427102029534;0
TB-TANGUA;51427102031270;0
TVDA PARTICIPAÇÕES 1 S.A.;18854326000141;0
TB-SÃO FRANCISCO DO CONDE;51427102073606;0
TB-VARGINHA;;0
0803 - COND. EDIF. AIROSA;65089104000160;1
TecBan-PAULO AFONSO;51427102069161;0
TecBan-PEDERNEIRAS;51427102068432;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411002902;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411002066;0
TBF-LONDRINA;09262608003184;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411001680;0
TecBan-BACABAL;51427102069242;0
TB-UBAJARA;51427102077261;0
TB-VOTUPORANGA;51427102031431;0
TB-TAQUARA;51427102052439;0
TB-VITORIA DA CONQUISTA;51427102008618;0
TRÊS CORACÕES ALIMENTOS S.A.;63310411002813;0
TB-VASSOURAS;51427102016122;0
TB-VERA CRUZ;51427102031601;0
985 - COND. RESIDENCIAL UNIK;24206733000145;1
TRÊS CORACÕES ALIMENTOS S.A.;63310411001760;0
TRÊS CORACÕES ALIMENTOS S.A. ;63310411001922;0
0306 - COND. EDIF. ESPACO COR;05095594000185;1
TB-VALINHOS;51427102025547;0
ALLIED TECNOLOGIA S.A.;20247322023430;1
711 COND. EDIF. BOSQUES DE TAMBORE;07608944000195;1
0282 COND. EDIF. TANNHAUSER HOUSE APARTMENTS;67.152.124/0001-63;2
TecBan-MORUNGABA;51427102068866;0
ALLIED TECNOLOGIA S.A.;20247322005530;1
ALLIED TECNOLOGIA S.A.;20247322023279;1
ALLIED TECNOLOGIA S.A.;20247322015764;1
ALLIED TECNOLOGIA S.A.;20247322005882;1
ALLIED TECNOLOGIA S.A.;20247322013044;1
ALLIED TECNOLOGIA S.A.;20247322003081;1
0963 - COND. VIVA MAIS BARUERI CONDOMINIO CLUBE;24782920000177;1
ALLIED TECNOLOGIA S.A.;20247322003677;1
ALLIED TECNOLOGIA S.A.;20247322001542;1
ALLIED TECNOLOGIA S.A.;20247322014954;1
ALLIED TECNOLOGIA S.A.;20247322018356;1
ALLIED TECNOLOGIA S.A.;20247322005459;1
ALLIED TECNOLOGIA S.A.;20247322004487;1
ASA BRANCA VIII ENERGIAS RENOVAVEIS S.A.;11694621000210;1
TOP TOWERS OFFICES;10.505.390/0001-05;0
ALLIED TECNOLOGIA S.A.;20247322015411;1
ALLIED TECNOLOGIA S.A.;20247322014016;1
TB-VITORIA DE SANTO ANTAO;;0
ALLIED TECNOLOGIA S.A.;20247322022116;1
ALLIED TECNOLOGIA S.A.;20247322003243;1
ALLIED TECNOLOGIA S.A.;20247322019913;1
ALLIED TECNOLOGIA S.A.;20247322004800;1
ALLIED TECNOLOGIA S.A.;20247322024321;1
