empresa;documento
KRW ENGENHARIA ELETRICA LTDA ;27358198000136
KONFLEX CORTINAS E PERSIANAS EIRELI ;10966548000144
KRYPTUS SEGURANCA DA INFORMACAO SA ;05761098000113
KRYSTALON COMERCIAL BRASILEIRA LTDA;47064779000172
KRYSTALON COMERCIAL BRASILEIRA LTDA;47064779000253
KS INDUSTRIA DE METAIS LTDA;04892257000156
KOPPERT DO BRASIL HOLDING LTDA;11074190000108
KORBAN SOLUCOES INTELIGENTES LTDA ;18178651000131
KORN FERRY (BR) CONSULTORES LTDA.;46381448000101
KONSERV SISTEMA DE SERVICOS EIRELI;03803992000183
Kasoft;%!s(<nil>)
KUSUMOTO E CIA LTDA;03469577000135
Katia Amparo Gonçalves;35264012000108
KTF SOLUCOES EM LIMPEZA E DESCARTAVEIS EIRELI;20290978000142
KVT COMERCIO E SERVICOS LTDA EPP;12517605000133
KTH COMERCIO, SERVICOS E PROCESSAMENTO DE DADOS EIRELI;27192162000125
KZCO INC;
KUNDE INDUSTRIAS GRAFICAS LTDA;95813911000144
KURT SOL AR CONDICIONADO LTDA ;58016965000152
Karolina Isa Jordao ME;26993330000119
Katia Regina Machabanski ME;33410445000107
Kelly Cristina Ferreira Mota Fernandes;33836467000125
KONSULTEX INFORMATICA LIMITADA ;74215310000160
Kelvin Silva Ferreira - me;29190024000132
Kitigai Saru;09161642000147
Kioto Servicos de Dedetizacao e Imunizacao LTDA;28992485000166
Kentherm Technologies Industria e Comercio de Equipamentos LTDA;34304663000111
Klonex distribuidora de descartáveis e material de limpeza ltda;07556390000120
Knowledge21 Treinamento de Capacitação LTDA;18662001000167
Kopell Distribuição e Logística Ltda;19576717000104
Kseg Comercial;12492368000101
Kyoodai Bonés;00365068000174
L B DE ANDRADES SERVICOS DE COMUNICACAO MULTIMIDIA;12832526000117
L BUENO EMPREENDIMENTOS IMOBILIARIO IMOBILIARIOS LTDA;59004267000108
L C INDUSTRIA E COMERCIO LTDA;02935775000184
L C P MACHADO PRODUCOES EPP;17381680000133
L CIPRIANO DA SILVA ;20835458000178
L E J MASTER CARGAS EXPRESS LTDA ;09350202000138
L E J REFRIGERACAO LTDA ;14417328000112
L F Doria Produções ME;13063460000100
L F PINTO ME;2232673000100
L FERREIRA DA SILVA ;24845066000140
L G BRUSNARDO;30538423000120
L J GUERRA E cia LTDA;04501136000136
L J TRATORES PECAS SERV MARILIA LTD;09041358000137
L M COMERCIO DE PEÇAS E SERVIÇOS LTDA;19824627000195
L M DE ALMEIDA EVENTOS ME;10788808000139
L MAIS SISTEMAS DE SONORIZACAO EIRELI;23706284000131
L T GUIMARAES EDITOR;05698142000198
L T GUIMARAES EDITORACAO LTDA ME;5698142000198
L ZANATTA & CIA LTDA;15241338000102
L c de oliveira silva serviços de limpeza;37069809000180
L&A LOCACOES E MARCENARIA EM ESTANDES LTDA;03510115000114
L&I MATERIAIS ELÉTRICOS;35091296000188
LADEVIR ANTONIO GUARDA;93371540000162
L. C. COLOMBO COMERCIO E TRANSPORTE DE MERCADORIAS;26695855000178
L. DE LIMA MENDONÇA SERVIÇOS ME;30410897000192
L. Fortuna de Assis Oliveira;14992819000197
L. O. V. Marcelino dedetizadora e desentupidora;34626498000114
L. R. M. CALDAS PRODUCOES ARTISTICAS;19913817000189
L.DE ARAUJO AURICCHIO ETIQUETAS E A UTOMAÇÃO COMERCIAL E INDUSTRIAL EIRELLI;25154134000198
L.F Comércio de Artigos Esportivos - EIRELI;33463477000162
L.F. CARDOSO VIAGENS , TURISMO E EVENTOS;12616087000105
L.G.D. BICUDO & BICUDO LTDA;04917884000102
L.J. GUERRA & LTDA;04501136000993
L.T. F. ALFARO INFORMATICA;20837611000104
LAFNE COMERCIO E BAZAR LTDA;12698563000184
L004-TB-LAB REP K7S TBF CONG;09262608000401
L3NET INFORMATICA LTDA;14017631000128
L4J ARQUITETURA E CONSTRUCOES EIREL ;30353985000108
LAGOA ALEGRE CAMARA MUNICIPAL ;41284894000176
LA CARRETERA PRODUCOES LTDA;30681799000190
LAIS DE GUIA CONFECCOES LTDA ;01506391000183
LA FELICITA SERVICOS DE PROMOCAO DE ;28974019000158
LAIZA PELLOSI BERTACO ;27263546000191
LABLUZ SAO PAULO ASSESSORIA E PLANEJAMENTO DE ILUMINAÇÃO LTDA;72811581000152
LABMETRO CALIBRACAO EIRELI;24835114000110
LABOR QUIMI IND COM E IMP DE PROD;54835277000163
LABOR SERVICE COMERCIO E SERVICOS EIRELI;23132126000115
LABORATORIO AN CLINICAS RIBEIRAO PRETO;52392677000116
LABORATORIO FEINMESS METROLOGIA;20493818000109
LABORATORIO NOSSA SENHORA DO CARMO;5408312000152
LABORATORIO SAO JUDAS TADEU;50075282000164
LABORATORIO SAO LUCAS MIRANDOPOLIS;47764196000154
LACUCA COMERCIO DE BRINQUEDOS E ARTIGOS PARA PRESENTES LTDA;10766015000119
LABORATORIOS QUIMICOS E METROLOGICOS QUIMLAB LTDA;02236210000109
LABSYNTH PRODUTOS PARA LABORATORIOS LTDA;51462471000152
LADBOR COM REPRESENTACOES LTDA;65810459000104
LACCHIA TECNOLOGIA EM INFORMATICA EIRELI;14780144000112
LABORATÓRIO FANTASMA PRODUÇÕES EIRELI;32478472000140
LADEIRA MARTINI FOTO & FILMAGEM LTDA- ME;15597281000189
LABORGLAS IND COM LTDA;43887033000108
LABRITS QUIMICA LTDA;61680740000100
LABORPRINT GRAFICA E EDITORA EIRELI;00460424000562
LABSYNTH PRODUTOS P LABORATORIOS;51462471000152
LACTOJARA INDUSTRIA E COMERCIO DE LATICINIOS S.A.;05321589000143
LEANDRO V. CONTESINI PRODUÇÕES - ME;17837304000100
LEANDRO DA CRUZ LOPES BLINDAGEM ARQUITETONICA;20820796000136
LBSD PRODUCAO SONORA E CESSAO TEMPORARIA;4956927000150
LEANDRO FONTANA MOREIRA ;11377674000126
LAVANDERIA BRASILIA LTDA ;51621209000103
LAJES RODRIGUES IND COM MAT CONS;55300065000144
LEANDRO GARILLI 29028328858;22436930000125
LAVANDERIA E TINTURARIA GOMES S/C LTDA;04446305000182
LAMBDA BRASIL AGÊNCIA DE VIAGENS E TURISMO LTDA-ME (CVC);7284288000112
LEANDRO GUILMO NOVO ALBUQUERQUE DOS SANTOS 48124791856;25332664000189
LAVINIA DAPPER DE OLIVEIRA 06239524590;21684502000159
LAMBERTI BRASIL PRODS QUIMICOS LTDA;48795926000147
LEANDRO HENRIQUE FREGATTI DA SILVA 47065873870;32025668000180
LANABELLA TEXTIL LIMITADA ;66142928000119
LAVORO PROJETOS, OBRAS E LICENCIAMENTOS DE IMOVEIS LTDA;18712045000154
LEANDRO LOTERIO PINTO ME;06284312000150
LAYON LINS GUEDES ALCOFORADO ;29616308000148
LANCINI DESCARTAVEIS LTDA EPP;00523768000140
LAYOR MANUTENCAO E SERVICOS LTDA ;13285171000156
LANG BROTHERS - SONORIZACAO LTDA;01003543000125
LAYOR MANUTENCAO E SERVICOS LTDA ;13285171000237
LANTELE COMERCIAL ELÉTRICA LTDA;01377071000170
LAYOR MANUTENCAO E SERVICOS LTDA ;13285171000318
LAPIDARI PRODUCOES A;08978127000191
LAYOR MANUTENCAO E SERVICOS LTDA ;13285171000407
LAR COOPERATIVA AGROINDUSTRIAL;77752293000198
LARA SERVICOS INDUSTRIA E COMERCIO ;18747453000141
LBM TECNOLOGIA EM SOLUÇÕES PLASTICAS LTDA.;438140000146
LBS LOCAL S A ;03980538000106
LAREDO ART EIRELI ME;28039353000114
LEANDRO PRIETO 17038983890;14860012000109
LARGRILL SERRALHERIA ARTISTICA LTDA;52855624000194
LARISSA BARROS CARDOSO 33554630861;15223862000150
LASER LIGHTS EFEITOS ESPECIAIS EM ILUMIN;427670000199
LASERTEC DO BRASIL REPRESENT E;05513236000145
LEANDRO VILELA OLIVA;35082624000180
LASS MAQUINAS E EQUIPS LTDA;16549335000101
LEE HECHT HARRISON CONSULTORIA EM R CONSULT RECURSOS HUMANOS LTDA;57119018000124
LASSANE TECNOLOGIA EM;18181313000310
LEG BOX COMERCIO ARTIGOS DE;12488812000107
LEGALMANAGER CONSULT INFORMATICA LTDA EPP;07796685000173
LASSANE TECNOLOGIA EM ENCADERNACOES;18181313000159
LATARIA PORTES LTDA ;09262746000148
LEGALOG TRANSPORTES EIRELI;19618017000135
LAUEN SERVICOS DE ENGENHARIA LTDA;39344632000108
LATASA METAIS LTDA ME;10271670000104
LAURA SANTOS FOLGUEIRA ME;14255696000101
LATIN NEXT GROUP ORGANIZACAO DE EVE ;10504941000116
LEAD CORRETORA DE SEGUROS EIRELI;16492259000137
LC PAISAGISMO PROJETOS E EXECUCOES LTDA;05119260000102
LEADER COMERCIO DE LIVROS E TREINAM ;15367175000109
LEAN INSTITUTE BRASIL ;02918808000188
LCBCON COMUNICACAO E EDUCACAO LTDA;14065625000146
LD TECH PRESTADORA DE SERVIÇOS  LTDA ME ;15280109000105
LCG COMERCIO ELETRO LTDA;12003107000172
LE COURDON BLEU;26496144000174
LEPOK;10809314000193
LEILA FERNANDES DI NIZO 08575078852;30629369000129
LEONARDO ALEXANDRE MONTEIRO DA SILVA;7271967000157
LELLO CONDOMINIOS LTDA ;44166627000192
LEONARDO HENRIQUE DO CARMO ROQUE DA ROQUE DA SILVA ME;15056919000174
LEME NEON;29383655000178
LEONARDO RODRIGUES FREIRES;34700089000110
LENOVO COMERCIAL E DISTRIBUICAO LIMITADA;22797545000103
LEONARDO VANNUCCI ;30035405805
LEPAM COM PRODUTOS LIMPEZA E DESCARTAVEIS LTDA EPP;11917781000108
LEOBINO PEREIRA BORGES-ME;57026114000128
LEANDRO DA COSTA FERREIRA;31098740000136
LEOGRAF GRÁFICA E EDITORA LTDA;00356213000150
LEVEL FOUR AMERICAS LLC ;
LETICIA WILLNER 05617321919;33064729000180
LEYDE PRODUCOES E EVENTOS ARTISTICO ;21245479000104
LERI-REPRESENTACOES COMERCIAIS LTDA;90021304000128
LEVEL CONSULTING ASSESSORIA DECUMENTAL LTDA;33931803000119
LG COMERCIAL LTDA;2103535000113
LEÃO ENERGIA INDUSTRIA DE GERADORES LTDA;10837578000312
LEROY MERLIN CIA. BRASILEIRA DE BRICOLAGEM S/A;01438784001764
LEAN SERVICOS ESPECIALIZADOS LTDA;22021120000108
LETICIA SPILLER PENA PRODUCOES ARTISTICA;5776048000100
LG DO BRASIL COMERCIALIZADORA IMPORTADORA E EXPORTADORA LTDA;09584114000109
LET S CODE PROGRAMACAO E TREINAMENT ;24861255000107
LIDERKRAFT IND.E EMBALAGENS LTDA;01986096000171
LICITECH COMERCIO SERVICO E DISTRIBUIDORA LTDA;60455938000128
LHD COMERCIO DE EQUIPAMENTOS ELETRONICOS;14619477000164
LHS ENGENHARIA EIRELI ME;16682332000133
LIBERTY SEGUROS S A ;61550141000172
LIDER ASSESSORIA EM CARTORIO DE PROTESTO;02731108000180
LG RODRIGUES IMPORTACAO E;11573655000175
LIDER FERRAMENTARIA E USINAGEM EIRE ;17774768000115
LIDER CORPORATE TURISMO E EVENTOS L ;13520000000164
LIDIO JUBERLANDIO DE LIRA 35381308841E;32834141000104
LIFEMED INDUSTRIAL DE EQUIPAMENTOS E ARTIGOS MEDICOS E HOSPITALARES S.A.;02357251000153
LIFLEX COM.DE CORREIAS MANG CONEXOES E M SEG LTDA;54879283000112
LIFE BRASIL TRANSPORTES EXECUTIVO EIRELI-ME;1761813000167
LIDICE PROMOCIONAL INDUSTRIA DE INFLAVEI;7497681000194
LIGIA AUXILIADORA DE OLIVEIRA PY 0921053;35009808000114
LIGHTMAN ASSESSORES EMPRESARIAIS LTDA;07806099000162
LIGIA J. DUTRA - EPP;14198679000180
LILLY CAROLINE BARBARA BARBOSA ALVES POR;17218444000109
LIGPREDIOS - EQUIPAMENTOS PARA CONDOMINIOS LTDA;18033271000109
LILIAN QUARTIM JARDINS E INTERIORES Me;11382674000114
LIGA ACELERADORA DE PROJETOS E PART ;22932559000192
LIMA E FREITAS SERVIÇOS. PROCESSAMENTO DE DADOS LTDA ME ;08094390000118
LIM-EXTINTORES E EQUIPAMENTOS CONTRA INCENDIO LTDA;02241822000190
LILY ESSENCE COMERCIO DE OLEOS E EM ;10739848000190
LIMED COMERCIO DE EQUIPAMENTOS HOSPITALARES EIRELIl;07208730000121
LIGHT SERVICOS DE ELETRICIDADE SA ;60444437000146
LIMPA FORTE PRODUTOS DE LIMPEZA LTDA;18748484000117
LIMPA FORTE PRODUTOS DE LIMPEZA LTDA - ME;18748484000117
LIMPA FORTE PRODUTOS DE LIMPEZA LTDA;18748484000117
LIMPEZA PESADA SERVICOS AUTOMOTIVOS ;12045877000188
LIMPIMIX HIGIENE, LIMPEZA E DESCARTAVEIS EIRELI-ME;21552706000136
LEAN WAY CONSULTING LTDA - EPP;05336049000133
LIMPORT SERVIÇOS DE PORTARIA E LIMPEZA E TERCEIRIZAÇÃO EM GERAL;06257501000134
LIMSEG DIST PRODUTOS DE LIMPEZA E SEGURANÇA;15870726000152
LINA DE CASSIA FERRAZ SEVERINO ME;04792833000193
LINCE COMERCIO E SERVICO EM INFORMA LTDA;04125565000156
LINAK DO BRASIL COM ATUADORES LTDA;07495871000172
LINCOLN ELECTRIC DO BRASIL IND COM;53910899000146
LINCOLN ELECTRIC DO BRASIL IND COM;53910899001037
LINDOART COMERCIO DE BRINDES EIRELI;35718858000170
LINEAR ELEVADORES LTDA ME ;27060374000159
LINE SOLUCAO EM COMUNICACAO LTDA ;15122037000160
LINGATEC SOLUCAO EM MOVIMENTACAO;06956806000134
LINHA FORTE COMERCIO LTDA;05336923000132
LINHARES E ADVOGADOS ASSOCIADOS;8381629000130
LINK SOLUTIONS EIRELI ME ;10466196000168
LINKEDIN IRELAND UNLIMITED COMPANY ;
LINKEDIN REPRESENTACOES DO BRASIL L ;13638767000192
LINKSAN TECNOLOGIA LTDA;07421409000120
LINOTECNO CLEAN MANUT TECNICA EM;02259312000140
LIPORT SERVIÇOS TERCEIRIZADOS LTDA;28031688000196
LIQUIGAS DISTRIBUIDORA SA;60886413000732
LIRREPAM ADMINISTRACAO E LOCACAO DE BENS;17881098000136
LISANDRA LEYSER LIMA 27482336893;18364252000165
LIZE TECNOLOGIA E SUPORTE LTDA ;67027649000177
LITORANEA MANUTENCAO DE ELEVADORES ;11330728000106
LIVIA D ADDARIO ;06000245000103
LIVRARIA CULTURA S/A;62410352000687
LMA LOCACOES DE EQUIPAMENTOS LTDA ;22261840000221
LM TRANSPORTES INTERESTADUAIS SERVI ;00389481000179
LMA PATRIMONIAL LTDA ;01812465000100
LMA LOCACOES DE EQUIPAMENTOS LTDA ;22261840000140
LM SERVICOS E DISTRIBUICAO LTDA ;07890406000136
LKP SOLUCOES IMOBILIARIAS LTDA;31463741000132
LJ INFORMATICA COM. IMP. LTDA.;10742249000126
LM Serviços de Design;09436930000167
LOC SHOW COMERCIO E LOCACAO LTDA ME ;01660705000106
LMYLA CONFECCOES LTDA;05866853000124
LOBO E ORLANDI ADVOGADOS;4764831000190
LML Consultoria e Contrução Ltda;28445184000112
LND COM DE MATERIAL E EQUIPAMENTOS ;16692627000190
LOCAL GRAFICA E EDITORA COMUNICACAO VISUAL - EIRELI;23299577000141
LOCALIZA FLEET S.A.;02286479000108
LOCALIZA RENT A CAR S/A;16670085001631
LIVRE ADMINISTRACAO DE CARTOES E PAGAMENTOS LTDA.;27935788000184
LOCALIZA RENT A CAR SA;16670085019921
LOCALIZA RENT A CAR SA ;16670085004495
LOCALIZA RENT A CAR SA ;16670085027860
LOCALIZA RENT A CAR SA ;16670085000155
LOCALIZA RENT A CAR SA ;16670085003502
LOCALIZA RENT A CAR SA ;16670085013567
LOCALIZA RENT A CAR SA ;16670085034130
LOCALIZA RENT A CAR SA ;16670085047623
LOCALIZA RENT A CAR SA ;16670085003766
LOCALIZA RENT A CAR SA ;16670085002018
LOCALIZA RENT A CAR SA ;16670085020008
LOCALIZA RENT A CAR SA ;16670085008725
LOCALIZA RENT A CAR SA ;16670085003413
LOCALIZA RENT A CAR SA ;16670085003847
LOCALIZA RENT A CAR SA ;16670085038128
LOCALIZA RENT A CAR SA ;16670085002875
LOCALIZA RENT A CAR SA ;16670085002794
LOCALIZA RENT A CAR SA ;16670085004908
LOCALIZA RENT A CAR SA ;16670085010207
LOCALIZA RENT A CAR SA ;16670085034050
LOCALIZA RENT A CAR SA ;16670085001046
LOCALIZA RENT A CAR SA ;16670085015349
LOCALIZA RENT A CAR SA ;16670085073110
LOCALIZA RENT A CAR SA ;16670085056533
LOCALIZA RENT A CAR SA ;16670085003928
LOCALIZA RENT A CAR SA ;16670085018364
LOCALIZA RENT A CAR SA ;16670085072903
LOCALIZA RENT A CAR SA ;16670085074434
LOCALIZA RENT A CAR SA ;16670085018283
LOCALIZA RENT A CAR SA ;16670085002360
LOCALIZA RENT A CAR SA ;16670085025301
LOCALIZA RENT A CAR SA ;16670085027940
LOCALIZA RENT A CAR SA ;16670085001208
LOCALIZA RENT A CAR SA ;16670085069007
LOCALIZA RENT A CAR SA ;16670085033592
LOCALIZA RENT A CAR SA ;16670085009888
LOCALIZA RENT A CAR SA ;16670085025220
LOCALIZA RENT A CAR SA ;16670085052627
LOCALIZA RENT A CAR SA ;16670085069430
LOCALIZA RENT A CAR SA ;16670085053607
LOCALIZA RENT A CAR SA ;16670085070609
LOCALIZA RENT A CAR SA ;16670085004576
LOCALIZA RENT A CAR SA ;16670085015691
LOCALIZA RENT A CAR SA ;16670085024763
LOCALIZA RENT A CAR SA ;16670085024500
LOCALIZA RENT A CAR SA ;16670085048786
LOCALIZA RENT A CAR SA ;16670085046228
LOCALIZA RENT A CAR SA ;16670085013729
LOCALIZA RENT A CAR SA ;16670085019093
LOCALIZA RENT A CAR SA ;16670085049081
LOCALIZA RENT A CAR SA ;16670085047380
LOCALIZA RENT A CAR SA ;16670085015500
LOCALIZA RENT A CAR SA ;16670085006277
LOCALIZA RENT A CAR SA ;16670085002441
LOCALIZA RENT A CAR SA ;16670085011270
LOCALIZA RENT A CAR SA ;16670085066687
LOCALIZA RENT A CAR SA ;16670085072571
LOCALIZA RENT A CAR SA ;16670085005203
LOCALIZA RENT A CAR SA ;16670085072490
LOCALIZA RENT A CAR SA ;16670085023600
LOCALIZA RENT A CAR SA ;16670085009101
LOCALIZA RENT A CAR SA ;16670085016400
LOCALIZA RENT A CAR SA ;16670085057696
LOCALIZA RENT A CAR SA ;16670085014610
LOCALIZA RENT A CAR SA ;16670085081481
LOCALIZA RENT A CAR SA ;16670085014458
LOCALIZA RENT A CAR SA ;16670085004657
LOCALIZA RENT A CAR SA ;16670085014539
LOCALIZA RENT A CAR SA ;16670085025735
LOCALIZA RENT A CAR SA ;16670085088141
LOCALIZA RENT A CAR SA ;16670085016744
LOCALIZA RENT A CAR SA ;16670085000902
LOCALIZA RENT A CAR SA ;16670085076720
LOCALIZA RENT A CAR SA ;16670085055308
LOCALIZA RENT A CAR SA ;16670085071761
LOCALIZA RENT A CAR SA ;16670085073543
LOCALIZA RENT A CAR SA ;16670085002956
LOCATELLI LOPES DE ALMEIDA E CASTAG E CASTAGNA ADVG ASSOCIADOS;01712529000109
LOCALIZA RENT A CAR SA ;16670085084316
LOCATIVA EMPREENDIMENTOS IMOBILIARI LTDA;00200174000106
LOCALIZA RENT A CAR SA ;16670085004304
LOCAWEB SERVIÇOS DE INTERNET S.A.;2351877000403
LOCALIZA RENT A CAR SA ;16670085019255
LOCK SEAL INDUSTRIA E COMERCIO DE MATERIAIS DE SEGURANCA LTDA;21821628000128
LOCALIZA RENT A CAR SA ;16670085009292
LOCKPIPE DO BRASIL LTDA;23250724000199
LOCALIZA RENT A CAR SA ;16670085079150
LOCALIZA RENT A CAR SA ;16670085075830
LOCALIZA RENT A CAR SA ;16670085001550
LOCOMOTIVA CONSULTORIA MARKETING E NEGOC;10971235000184
LORDPEL - LIMPEZA HIGIENE E DESCARTAVEIS LTDA;26572046000179
LOCS E PRODS LOCUCAO E PRODUCAO LTD ;07982205000169
LOENGRIM MARINO NETO ME;05875375000119
LOGCOMEX S A;13475043000175
LOGGI TECNOLOGIA LTDA.;18277493000177
LOGICAL IT SERVICOS DE INFORMATICA ;13924037000158
LOGITEK COM E SERV MONTAGENS ESTANTES LTDA ME;07463314000170
LOHR SISTEMAS ELETRONICOS LTDA;94655115000168
LOJA DO POSTO COMERCIO DE EQUIPAMEN ;02061244000100
LOJAS MINATEL LTDA;53362315000498
LOJAS SALFER SA ;84683432017029
LOKAEU LOCACOES E SERVICOS LTDA;21534453000178
LOKAL IMOBILIARIA LTDA ;14606698000106
LONDRILIMP - PRODUTOS PARA LIMPEZA PROF. LTDA;78778172000188
LONDRINA SUPRIMENTOS LTDA;27549683000197
LONGHI IND E COM DE POLICARBONATO;07401652000187
LOPES E LOPES COMERCIAL AGRICOLA LT;59083097000196
LOPES PINTO NAGASSE ADVOGADOS ASSOC ;06314247000169
LOPEZ E CIOFFI PRODUTOS DE LIMPEZA ;08394347000178
LORD LOGISTICA E TRANSPORTES LTDA ;04853797000120
LORENA INDUSTRIA E COMERCIO DE FIOS E CONDUTORES ELETRICOS EIRELIL;11140950000138
LOVIAT & SCHAUFF ADVOGADOS;09392237000130
LP NOKATA INFORMATICA LTDA;31083995000125
LOURIVAL BEIER DE AZEVEDO EIRELI;59676833000110
LPSP SERVIÇOS EIRELI;24103360000187
LPL LIGHTING PRODUCTIONS LTDA;00679553000112
LOURENCO E SILVA ARTI DE TAPECARIA;01236432000169
LOUNGES FESTAS LOCACAO DE MOVEIS LTDA;9486798000106
LOUDNESS;04248172000210
LOSINOX LTDA;03770404000152
LPS DISTRIBUIDORA DE MATERIAIS ELETRICOS LTDA.;08890838000100
LOTTUS MEDICINA ESTRUTURADA LTDA;11180235000129
LSS alimentos e Peixaria Eireli ;30698115000162
LS Engenharia LTDA;36158383000178
LPV ASSESSORIA COMERCIAL LTDA ME ;28420684000108
LSM BRASIL S/A;33115726000129
LR&P TECNOLOGIA LTDA;39942717000198
LTC DA SILVA DE ANDRADE FERR ME;21674050000124
LTM IND E COM DE CHICOTES ELETR LT;01681499000102
LUCIO DE SOUSA FIGUEIREDO 32154296831;16671332000138
LUA PRODUCOES ARTISTICAS LTDA;8107984000116
LUCIA H P SOARES PRODUCOES EIRELI ME;20665841000125
LUANA DAVIDSOHN CUPCAKES CONFEITARIA LTDA;12010181000116
LUCIANA CAPARELLI EVENTOS;33379225000150
LUARI COMERCIO DE EMBALAGENS EIRELI;19162112000177
LUBMIX COM DE FERRAMENTAS LTDA EPP;16823397000151
LUCIANA CARPENITO 30439447801;23818400000104
LUC SIGN COMERCIO DE ADESIVOS LTDA ME ;06216400000115
LUCIANA DE QUEIROZ CARVALHO 15892951880;15535025000167
LUCARELI MOBILI INDUSTRIA DE MOVEIS ;31131998000197
LUCIANA GOUVEA 34341444808;17027547000183
LUCAS ADEMAR DOS SANTOS 36940161805;30430353000192
LUCIANA LOURENCO ;25238176000107
LUCAS CARDOSO CONSULTORIA EM PUBLICIDADE LTDA;39423377000199
LUCIANA NUNES GONCALVES 31233141899;24107141000176
LUCAS CAVALCANTI CUNHA 10740624423 ;35497180000143
LUCIANA ROVEGNO ;22620790000140
LUCAS CINTRA SOBRAL;33888586000121
LUCIANA WEISMAN;11297767000140
LUCAS CORREIA PINHEIRO DE SOUZA 063 ;34842665000164
LUCIANE DA SILVA DIAS 39235389879;34761363000161
LUCAS DE MOURA SANTOS 89381130272;30284110000193
LUCIANO BEZERRA SANTANA;33887834000110
LUCAS DO CARMO LOURENCO ME;16858880000171
LUCIANO BUZATTI FILINTO 28173095884;15227731000141
LUCAS GOMES DA COSTA BERNARDINO ;32303958000148
LUCIANO DA COSTA ALVES;18613168000138
LUCAS NUNES NOGUEIRA ME;22016739000124
LUCIANO JOAQUIM DE FARIAS 26584064875;17003659000102
LUCAS PATRICK FREITAS PEREIRA 0348416016;21630302000113
LUCIANO NASCIMENTO SANTOS;20698822000103
LUCAS STEZKI DOS SANTOS 05097733975;15654497000139
LUCIANO PALADINO BORGES ;25649476896
LUCELIA APARECIDA PULZI ;10583552000123
LUCIENE MARIA DA SILVA VIEIRA ;05565152852
LUCREE SOLUCOES INTELIGENTES LTDA;26794946000160
LUDI DISTRIBUIDORA DE MATERIAL DE LIMPEZA LTDA;40303927000115
LUITEX MAQUINAS E FERRAMENTAS LTDA;51051811000152
LUDMILA MARIA LETICIA DE ALMEIDA AMARAL;21874423000100
LUFT AIR HELICES LTDA EPP;01936170000145
LUFT COMUNICACOES LTDA ME;3586166000120
LUIGI RUSSO SOM ME;24584168000150
LUIS CARLOS RODRIGUES 161865148803;20177060000191
LUIS EDUARDO CESARIO LIMA ELETRICO;34868019000176
LUIS FERNANDO RIBEIRO CARQUEIJO ME;16902050000102
LUIS GUILHERME VIEIRA E VIEIRA 13085279776;28013195000123
LUIS SERGIO CORREA SERVICOS ELETRONICOS;19255010000104
LUIS TADEU SAMPAIO DE SOUZA EPP ;15015581000102
LUISA BROCKMANN VANASSI 02485237085;34133545000198
LUIZ FERREIRA DA SILVA ME;01895662000130
LUIZ ANTONIO MONTEIRO JUNIOR ME;14408901000121
LUIZ CARLOS ALVES DA CRUZ;31323111000162
LUIZ CARLOS RAMOS JUNIOR 37247339845;22859271000130
LUIZ FELIPE GUALTIERI MONTEIRO ME;14560926000146
LUIZ FERNANDO TEIXEIRA;19306642000141
LUMA CAROLINE RIBEIRO EIRELI;15314812000189
LUMAVA COM E SERV DE ENGENHARIA E PROJETOS EIRELI;18120772000122
LUMAWE SERV EM TELECOM LTDA EPP ;08247253000176
LUMINA CONSULTING LIMITADA;07590663000152
LUMINARIA MATERIAL ELETRICO LTDA ;24369407000159
LUMINOSOS SANCHES LTDA;67204032000180
LUIZA GOTTSCHALK ;32649246847
LUIZA PRADO LEVY;35150710000182
LUIZ HENRIQUE BORGES E CIA LTDA;72683659000109
LUKA INDUSTRIA E COM DE PLASTICOS;13236756000186
LUIZ MUKICS ME ;11178478000122
LUPUS EQUIPS P LUBR E ABAST LTDA;57026585000136
LUMOBRAS LUBRIFICANTES ESPECIAIS LT;61241451000105
LVI JUDSKY COMUNICACAO E PROPAGANDA LTDA.;17390622000176
LUONI ASSIST TEC CONSULT AUT INDL;08474400000140
LWTH TELECOMUNICACOES LTDA ME ;23076824000140
LUPATECH S/A;89463822001003
LYNX TECNOLOGIA ELETRONICA LTDA;53253704000132
LYRA SERVICOS DE DIGITACAO DE DADOS LTDA;8014232000100
LUVERCI SILVA SIQUEIRA TAPECARIA ME;01127815000107
LabFinder Engenharia e Meio Ambiente Ltda;28252509000140
Leazil Carvalho;22851499000183
Laços Experience Comércio de Presentes Sociedade Unipessoal Ltda;35741242000110
Lb8 Comunicação Ltda;11781753000
Lb8 Comunicação Ltda ;11781753000106
Lca empresarial Ltda ;04654727000224
Leal Reformas e Manutenções;17888628000178
Laurenti Equipamentos para Processamento de Dados EIRELI;62807599000127
Larissa Akemi Ferreira 42180741863;38170032000108
LUXSEL PRODUTOS INDS TECNOLOGIA;04910806000178
Laços Corporativos Ltda;26124808000174
LUZ PUBLICIDADE LTDA;34270942000101
Lemos & Vilela construção civil Eireli;17433689000140
Lena Green Soluções em Jardinagem;24649695000103
Leon Elias Fernandes Santos;12797867000107
Leonardo Cunha Neves Eireli;15604676000161
Leonardo Silva ;17988366700
Leopoldo Calderon Barreto;32138262000103
Lep's Serviços Gerais Ltda;02687477000112
Lescura Produção Audiovisual;29269674000178
Lew Cosmeticos;14777363000142
Libfarma Distribuidora de Medicamentos e Produtos Hospitalares Ltda;33962636000173
Limp Dez Limpeza e Conservacao EIRELI;26661321000120
Linka Produções Ltda.;09152332000166
LinkedIn Ireland Unlimited Company;IE9740425P
